iter	Passed	Remaining
1670	17758	2454
1671	17769	2444
1672	17778	2433
1673	17786	2422
1674	17795	2411
1675	17809	2401
1676	17825	2391
1677	17841	2381
1678	17850	2370
1679	17857	2359
1680	17865	2348
1681	17873	2337
1682	17889	2327
1683	17897	2316
1684	17909	2306
1685	17921	2295
1686	17930	2285
1687	17939	2274
1688	17946	2263
1689	17958	2252
1690	17972	2242
1691	17986	2232
1692	18000	2222
1693	18008	2211
1694	18015	2200
1695	18042	2191
1696	18053	2180
1697	18060	2169
1698	18066	2158
1699	18074	2147
1700	18080	2136
1701	18087	2125
1702	18094	2114
1703	18102	2103
1704	18110	2092
1705	18125	2082
1706	18141	2072
1707	18153	2061
1708	18161	2051
1709	18174	2040
1710	18184	2029
1711	18192	2019
1712	18199	2007
1713	18206	1996
1714	18212	1985
1715	18221	1975
1716	18228	1964
1717	18237	1953
1718	18245	1942
1719	18251	1931
1720	18258	1920
1721	18264	1909
1722	18278	1898
1723	18293	1888
1724	18309	1878
1725	18324	1868
1726	18333	1857
1727	18343	1847
1728	18350	1836
1729	18356	1825
1730	18364	1814
1731	18370	1803
1732	18377	1792
1733	18383	1781
1734	18390	1770
1735	18395	1759
1736	18403	1748
1737	18409	1737
1738	18415	1726
1739	18421	1715
1740	18433	1704
1741	18449	1694
1742	18462	1684
1743	18472	1673
1744	18482	1662
1745	18488	1651
1746	18495	1640
1747	18500	1629
1748	18507	1618
1749	18517	1608
1750	18538	1598
1751	18551	1588
1752	18561	1577
1753	18568	1566
1754	18575	1555
1755	18582	1545
1756	18598	1534
1757	18600	1523
1758	18612	1513
1759	18629	1503
1760	18637	1492
1761	18656	1482
1762	18669	1471
1763	18677	1461
1764	18687	1450
1765	18694	1439
1766	18699	1428
1767	18704	1417
1768	18720	1407
1769	18740	1397
1770	18765	1388
1771	18777	1377
1772	18794	1367
1773	18803	1356
1774	18813	1346
1775	18829	1335
1776	18839	1325
1777	18846	1314
1778	18868	1304
1779	18889	1294
1780	18908	1284
1781	18926	1274
1782	18938	1263
1783	18946	1253
1784	18954	1242
1785	18965	1231
1786	18980	1221
1787	18992	1210
1788	19004	1200
1789	19015	1189
1790	19028	1179
1791	19051	1169
1792	19061	1158
1793	19074	1148
1794	19085	1137
1795	19099	1127
1796	19108	1116
1797	19117	1105
1798	19124	1094
1799	19135	1084
1800	19152	1074
1801	19166	1063
1802	19178	1053
1803	19195	1042
1804	19203	1031
1805	19220	1021
1806	19249	1012
1807	19258	1001
1808	19266	990
1809	19274	979
1810	19285	969
1811	19295	958
1812	19307	947
1813	19318	937
1814	19326	926
1815	19333	915
1816	19350	905
1817	19361	894
1818	19377	884
1819	19392	873
1820	19408	863
1821	19422	852
1822	19433	842
1823	19440	831
1824	19451	820
1825	19458	809
1826	19472	799
1827	19480	788
1828	19488	777
1829	19496	767
1830	19507	756
1831	19514	745
1832	19522	734
1833	19534	724
1834	19550	713
1835	19566	703
1836	19579	692
1837	19587	682
1838	19598	671
1839	19609	660
1840	19619	650
1841	19628	639
1842	19636	628
1843	19646	617
1844	19654	607
1845	19661	596
1846	19670	585
1847	19678	575
1848	19689	564
1849	19702	553
1850	19718	543
1851	19735	532
1852	19743	522
1853	19751	511
1854	19764	500
1855	19769	489
1856	19791	479
1857	19799	468
1858	19807	458
1859	19817	447
1860	19824	436
1861	19832	426
1862	19844	415
1863	19857	404
1864	19870	394
1865	19878	383
1866	19890	372
1867	19898	362
1868	19904	351
1869	19911	340
1870	19920	330
1871	19929	319
1872	19942	308
1873	19954	298
1874	19965	287
1875	19974	276
1876	19986	266
1877	19991	255
1878	20005	244
1879	20037	234
1880	20047	223
1881	20056	213
1882	20082	202
1883	20091	191
1884	20099	181
1885	20107	170
1886	20114	159
1887	20119	149
1888	20128	138
1889	20147	127
1890	20160	117
1891	20169	106
1892	20176	95
1893	20189	85
1894	20198	74
1895	20204	63
1896	20212	53
1897	20221	42
1898	20229	31
1899	20240	21
1900	20251	10
1901	20258	0
