iter	RMSE
155	93424.65128
156	93416.90686
157	93413.70926
158	93410.84862
159	93396.25301
160	93394.02088
161	93393.21669
162	93387.43093
163	93371.36986
164	93366.08807
165	93355.22541
166	93355.2254
167	93336.47494
168	93326.3935
169	93324.40657
170	93324.40656
171	93323.97448
172	93321.74442
173	93313.7786
174	93294.73688
175	93288.13324
176	93285.81184
177	93279.64208
178	93272.85697
179	93254.37609
180	93248.29704
181	93241.02485
182	93236.23632
183	93216.41621
184	93203.96794
185	93203.75258
186	93184.05824
187	93180.62029
188	93177.72941
189	93171.34108
190	93163.69805
191	93162.93625
192	93160.27169
193	93153.82549
194	93150.23921
195	93148.01159
196	93134.68056
197	93129.38249
198	93121.86239
199	93121.29838
200	93112.92062
201	93105.57825
202	93090.77257
203	93084.27322
204	93083.11075
205	93080.76896
206	93079.18258
207	93078.34513
208	93075.42413
209	93074.73601
210	93074.66508
211	93071.79705
212	93068.1982
213	93067.67904
214	93058.59724
215	93057.86719
216	93049.63453
217	93045.89629
218	93042.26899
219	93039.91505
220	93037.24578
221	93035.28685
222	93034.54797
223	93024.63796
224	93019.54579
225	93009.5545
226	93003.90138
227	92998.63793
228	92992.56512
229	92991.4675
230	92987.42359
231	92985.91276
232	92985.44989
233	92979.21366
234	92973.94882
235	92970.82171
236	92964.5293
237	92959.49379
238	92957.8428
239	92956.24069
240	92953.15113
241	92946.30091
242	92938.94148
243	92927.58155
244	92921.09442
245	92920.01511
246	92907.20814
247	92896.55895
248	92896.444
249	92879.75686
250	92873.23883
251	92870.62918
252	92866.28915
253	92850.94526
254	92841.94145
255	92834.84651
256	92831.86083
257	92827.76403
258	92825.62287
259	92822.20915
260	92822.04411
261	92807.95542
262	92801.77946
263	92781.93502
264	92781.01077
265	92773.05007
266	92770.34831
267	92761.37549
268	92757.16478
269	92756.42566
270	92751.62881
271	92736.72212
272	92732.44293
273	92726.46095
274	92723.37764
275	92722.17117
276	92720.24856
277	92716.20754
278	92699.47185
279	92697.37549
280	92689.64064
281	92686.03739
282	92684.05859
283	92675.42011
284	92666.55844
285	92662.89858
286	92652.31178
287	92651.46038
288	92649.3174
289	92641.60103
290	92631.29125
291	92624.88905
292	92621.85459
293	92608.22927
294	92603.03262
295	92597.36601
296	92587.94466
297	92587.33661
298	92575.17085
299	92566.02117
300	92560.31481
301	92556.79357
302	92552.60444
303	92547.31856
304	92541.14028
305	92531.39991
306	92525.98906
307	92525.86853
308	92517.26226
309	92505.55217
310	92503.2832
311	92498.94892
312	92491.77446
313	92489.33842
314	92483.95511
315	92481.84816
316	92457.40738
317	92454.90721
318	92442.61833
319	92442.15191
320	92439.60592
321	92438.56952
322	92433.15934
323	92421.66185
324	92421.30302
325	92419.64839
326	92414.58163
327	92413.58167
328	92410.54041
329	92396.21534
330	92396.13971
331	92395.66325
332	92373.37116
333	92371.52828
334	92358.26294
335	92357.40588
336	92341.28768
337	92337.45066
338	92337.22465
339	92331.28794
340	92327.65566
341	92317.369
342	92315.5702
343	92310.84517
344	92304.89035
345	92303.86612
346	92297.03919
347	92293.20983
348	92288.98946
349	92272.54813
350	92269.43687
351	92262.01688
352	92257.23876
353	92253.79166
354	92251.55105
355	92248.13599
356	92241.18775
357	92231.28208
358	92227.32122
359	92226.4717
360	92218.2257
361	92215.08613
362	92212.668
363	92193.00414
364	92183.93867
365	92182.43335
366	92176.78061
367	92154.70691
368	92152.7647
369	92152.76025
370	92142.09075
371	92140.50048
372	92136.87736
373	92128.70222
374	92126.34021
375	92118.55533
376	92112.97784
377	92107.11131
378	92100.16986
379	92094.51899
380	92086.08121
381	92077.99819
382	92072.81567
383	92065.92746
384	92064.01279
385	92063.90289
386	92057.89142
387	92053.71779
388	92045.01237
389	92041.12229
390	92032.20323
391	92030.9006
392	92016.68378
393	92014.27424
394	92009.1339
395	92007.80255
396	92003.74612
397	91996.9488
398	91994.9743
399	91992.60713
400	91987.17467
401	91977.16359
402	91972.97012
403	91971.14507
404	91968.37839
405	91968.37839
406	91966.53648
407	91960.78364
408	91956.66179
409	91951.46215
410	91947.25076
411	91945.11464
412	91938.01082
413	91930.50739
414	91924.34508
415	91919.91099
416	91919.13948
417	91916.1628
418	91911.07567
419	91909.46872
420	91908.71101
421	91906.93483
422	91902.50826
423	91901.87914
424	91894.604
425	91892.86694
426	91891.2773
427	91880.85751
428	91873.26044
429	91869.33322
430	91868.03145
431	91867.49524
432	91864.09716
433	91862.71201
434	91861.76994
435	91861.09944
436	91851.85451
437	91849.81938
438	91840.01927
439	91839.307
440	91830.87993
441	91829.66433
442	91825.74915
443	91818.57701
444	91812.9033
445	91809.83908
446	91804.67283
447	91801.86383
448	91798.35777
449	91797.71799
450	91789.43393
451	91786.63026
452	91780.52227
453	91769.5025
454	91754.83464
455	91754.07861
456	91746.29384
457	91735.53936
458	91732.39536
459	91724.33365
460	91720.49934
461	91718.80203
462	91704.37472
463	91701.79965
464	91699.24824
465	91688.57341
466	91683.36886
467	91682.33437
468	91677.18288
469	91676.1573
470	91669.05285
471	91667.41655
472	91663.41126
473	91661.86881
474	91657.48953
475	91656.50159
476	91653.84223
477	91647.61677
478	91645.03446
479	91636.28587
480	91633.17065
481	91630.89374
482	91623.86047
483	91623.76869
484	91616.26197
485	91614.65286
486	91614.46797
487	91612.81478
488	91609.25337
489	91604.83834
490	91601.28485
491	91591.48175
492	91584.6534
493	91561.75799
494	91558.22463
495	91551.14709
496	91549.5841
497	91542.10779
498	91541.30133
499	91536.20373
500	91518.71985
501	91509.88077
502	91490.71816
503	91479.51947
504	91473.17494
505	91470.58004
506	91458.34547
507	91455.85912
508	91451.05114
509	91449.7241
510	91439.47559
511	91420.2044
512	91420.17929
513	91419.98517
514	91415.4231
515	91411.04423
516	91397.43384
517	91396.99968
518	91391.23958
519	91386.70368
520	91373.89888
521	91372.04061
522	91371.07407
523	91370.87515
524	91368.60133
525	91361.88378
526	91359.5595
527	91357.48791
528	91357.25104
529	91355.55858
530	91351.97855
531	91334.88218
532	91332.16756
533	91329.49287
534	91324.2034
535	91322.2017
536	91318.36455
537	91317.66409
538	91312.82236
539	91307.50432
540	91303.53274
541	91299.61736
542	91295.39967
543	91291.72157
544	91288.92234
545	91286.76579
546	91282.65057
547	91278.53917
548	91276.80175
549	91269.89501
550	91268.91074
551	91263.84357
552	91261.06596
553	91256.50011
554	91252.47849
555	91251.64714
556	91244.55705
557	91239.98019
558	91234.02873
559	91229.81157
560	91228.84549
561	91226.66211
562	91224.95568
563	91215.78478
564	91215.39032
565	91210.69704
566	91195.32592
567	91186.06548
568	91179.15947
569	91176.61096
570	91170.9023
571	91170.01268
572	91163.85868
573	91162.02552
574	91161.43199
575	91158.85998
576	91158.5134
577	91157.77431
578	91155.58654
579	91143.80167
580	91137.7877
581	91135.23471
582	91135.08064
583	91132.5732
584	91108.37651
585	91107.19372
586	91102.95156
587	91102.45067
588	91102.16409
589	91089.33213
590	91082.62137
591	91081.85248
592	91078.32434
593	91071.32738
594	91069.02204
595	91068.73201
596	91067.25684
597	91059.06738
598	91053.43706
599	91047.5454
600	91041.8882
601	91036.76212
602	91023.68789
603	91023.27449
604	91020.78023
605	91018.31682
606	91011.24218
607	91009.40882
608	91003.94261
609	90999.43235
610	90997.47627
611	90994.39366
612	90989.09835
613	90988.10467
614	90987.96802
615	90976.99542
616	90969.74557
617	90969.31444
618	90968.18651
619	90967.41163
620	90948.6893
621	90948.53355
622	90942.58411
623	90940.19729
624	90938.96418
625	90926.57659
626	90915.44068
627	90913.34604
628	90911.36268
629	90910.06817
630	90902.97479
631	90898.80612
632	90890.79333
633	90884.20224
634	90883.08854
635	90881.1049
636	90874.92234
637	90872.37259
638	90863.04728
639	90859.98938
640	90858.78138
641	90858.08141
642	90854.50849
643	90850.45012
644	90842.39803
645	90838.97065
646	90831.32754
647	90829.66625
648	90814.38592
649	90810.68447
650	90803.13964
651	90800.9917
652	90795.44168
653	90793.49343
654	90792.67111
655	90790.20598
656	90780.10671
657	90779.90112
658	90776.0179
659	90762.87811
660	90758.12254
661	90752.98285
662	90749.02153
663	90748.75869
664	90745.3106
665	90741.93344
666	90739.28218
667	90730.77578
668	90727.27128
669	90723.01507
670	90721.76217
671	90718.54073
672	90706.23394
673	90706.13287
674	90697.88427
675	90696.66705
676	90691.57061
677	90691.34989
678	90687.08818
679	90675.84181
680	90673.26028
681	90667.67729
682	90667.39345
683	90663.52788
684	90660.91558
685	90658.35105
686	90656.18981
687	90645.95148
688	90643.8776
689	90636.10397
690	90632.72428
691	90631.40133
692	90627.52444
693	90625.2469
694	90621.43156
695	90603.85679
696	90602.36612
697	90598.85283
698	90595.10072
699	90595.06579
700	90584.58827
701	90583.02775
702	90581.26585
703	90580.06581
704	90574.29342
705	90569.24062
706	90564.52983
707	90560.18417
708	90550.52178
709	90548.26355
710	90544.88314
711	90544.2303
712	90537.36854
713	90532.86349
714	90526.23944
715	90520.60922
716	90518.18605
717	90516.51925
718	90516.20247
719	90513.4642
720	90508.16576
721	90507.79242
722	90506.88064
723	90504.89916
724	90502.12982
725	90499.01789
726	90498.25467
727	90496.64875
728	90494.43369
729	90484.94981
730	90482.77977
731	90481.74947
732	90481.38349
733	90480.30471
734	90466.81662
735	90466.52096
736	90458.01348
737	90451.02446
738	90450.52888
739	90445.79493
740	90442.98371
741	90439.60985
742	90437.84901
743	90435.43885
744	90425.90258
745	90421.9195
746	90421.29788
747	90420.63163
748	90414.78269
749	90410.34212
750	90408.62128
751	90403.3911
752	90393.16592
753	90386.45365
754	90386.30886
755	90384.89341
756	90380.40856
757	90370.87193
758	90367.59831
759	90366.47226
760	90358.83021
761	90358.13323
762	90354.22943
763	90349.59838
764	90341.79001
765	90335.7416
766	90329.67928
767	90327.18575
768	90326.58628
769	90320.18163
770	90314.202
771	90311.60792
772	90308.84295
773	90306.06283
774	90301.75795
775	90295.54217
776	90292.07609
777	90283.93894
778	90275.57987
779	90268.62661
780	90265.54795
781	90257.11014
782	90253.34081
783	90252.55296
784	90245.74634
785	90242.92036
786	90242.34436
787	90235.33787
788	90232.40012
789	90208.15675
790	90207.48853
791	90202.9937
792	90201.60256
793	90197.60582
794	90197.2986
795	90193.45772
796	90192.25615
797	90189.88292
798	90185.34836
799	90179.70386
800	90172.59572
801	90172.1157
802	90171.46894
803	90164.93174
804	90161.76108
805	90160.35066
806	90154.21107
807	90152.84887
808	90143.69199
809	90141.16081
810	90137.81176
811	90137.75421
812	90131.3122
813	90124.4881
814	90121.10307
815	90114.47348
816	90108.90492
817	90099.26592
818	90088.54716
819	90087.53891
820	90083.95216
821	90079.3841
822	90078.74901
823	90078.54156
824	90072.66489
825	90071.08016
826	90065.56645
827	90055.41031
828	90045.61822
829	90043.93681
830	90032.8055
831	90029.35783
832	90028.32677
833	90026.41333
834	90022.81164
835	90020.16154
836	90013.97568
837	90000.77501
838	90000.52732
839	89993.24915
840	89990.77338
841	89989.1111
842	89988.78014
843	89984.08898
844	89980.52282
845	89972.92022
846	89967.37731
847	89963.86446
848	89960.54296
849	89958.42193
850	89957.0393
851	89951.23868
852	89948.46207
853	89942.16242
854	89940.16805
855	89939.94357
856	89939.7507
857	89934.13952
858	89927.34793
859	89922.56155
860	89915.06052
861	89913.96552
862	89905.48513
863	89902.49286
864	89901.83838
865	89899.84172
866	89894.26171
867	89891.73421
868	89878.57955
869	89877.88619
870	89873.98981
871	89869.47146
872	89866.83861
873	89859.47851
874	89858.64241
875	89856.97744
876	89854.41218
877	89847.3864
878	89835.07569
879	89834.37034
880	89833.43805
881	89829.96164
882	89828.81094
883	89817.56791
884	89803.63868
885	89803.16154
886	89796.32012
887	89795.28675
888	89794.5029
889	89792.03365
890	89784.87726
891	89780.6452
892	89774.03999
893	89764.41176
894	89761.96992
895	89756.57265
896	89755.61786
897	89753.85317
898	89753.2956
899	89749.91028
900	89746.01026
901	89735.95774
902	89734.94334
903	89733.03266
904	89725.85797
905	89723.69586
906	89722.77616
907	89719.32082
908	89709.36721
909	89704.60716
910	89691.4676
911	89683.1152
912	89676.76894
913	89674.12194
914	89672.57266
915	89666.37904
916	89665.87864
917	89664.41336
918	89661.4666
919	89658.12721
920	89655.23643
921	89654.70414
922	89650.91264
923	89636.68504
924	89633.96612
925	89632.55221
926	89631.40566
927	89630.44614
928	89616.10309
929	89613.53049
930	89609.0264
931	89608.64947
932	89599.88843
933	89595.75648
934	89581.78475
935	89580.4235
936	89573.42652
937	89568.2103
938	89565.82485
939	89562.48715
940	89544.69319
941	89539.91386
942	89530.18162
943	89521.93945
944	89517.1599
945	89516.40295
946	89515.25633
947	89514.21092
948	89513.70136
949	89505.93843
950	89503.84179
951	89496.40546
952	89481.20525
953	89477.45499
954	89472.2688
955	89469.50843
956	89464.10811
957	89454.70846
958	89452.951
959	89452.78163
960	89446.22842
961	89443.36909
962	89440.58165
963	89440.33293
964	89438.55224
965	89431.07185
966	89429.96576
967	89428.61139
968	89428.04378
969	89424.45637
970	89413.77897
971	89397.713
972	89397.47666
973	89390.52293
974	89384.94347
975	89383.96518
976	89383.65422
977	89382.48745
978	89374.36849
979	89374.13729
980	89373.60981
981	89373.20899
982	89368.83905
983	89366.09188
984	89361.48029
985	89358.89345
986	89352.50368
987	89339.18995
988	89332.78867
989	89331.52469
990	89331.12827
991	89328.62351
992	89327.50193
993	89323.53987
994	89319.58878
995	89316.5445
996	89312.68116
997	89312.53791
998	89312.53791
999	89302.5318
1000	89290.23871
1001	89288.62469
1002	89286.28833
1003	89280.25853
1004	89279.03025
1005	89278.76676
1006	89269.32346
1007	89263.65532
1008	89254.5382
1009	89251.86487
1010	89242.00438
1011	89240.09524
1012	89228.75708
1013	89219.7123
1014	89212.91924
1015	89211.9572
1016	89211.41561
1017	89197.88989
1018	89190.94059
1019	89186.54009
1020	89177.847
1021	89170.53211
1022	89169.68198
1023	89165.87459
1024	89159.20042
1025	89155.07323
1026	89154.92674
1027	89149.12826
1028	89140.35014
1029	89139.95621
1030	89138.45506
1031	89136.25607
1032	89132.83804
1033	89132.18298
1034	89131.47933
1035	89130.21265
1036	89125.85152
1037	89116.37593
1038	89115.68637
1039	89108.25032
1040	89103.53601
1041	89102.84873
1042	89097.94881
1043	89090.69985
1044	89083.08183
1045	89078.79954
1046	89075.1506
1047	89058.8198
1048	89056.19061
1049	89046.215
1050	89039.62512
1051	89028.82561
1052	89028.60549
1053	89025.86074
1054	89025.50412
1055	89024.11471
1056	89021.4132
1057	89020.59186
1058	89020.5117
1059	89012.29634
1060	89012.28256
1061	89010.22496
1062	89008.68442
1063	89007.57343
1064	88999.17872
1065	88995.64642
1066	88993.12185
1067	88990.95983
1068	88982.74472
1069	88975.50705
1070	88973.47821
1071	88972.75497
1072	88969.55064
1073	88968.58967
1074	88967.52683
1075	88956.31095
1076	88955.93791
1077	88954.95609
1078	88954.079
1079	88950.05174
1080	88949.10031
1081	88944.65042
1082	88942.70464
1083	88941.68004
1084	88938.95721
1085	88934.01663
1086	88932.25965
1087	88930.81999
1088	88927.13789
1089	88925.31318
1090	88915.68518
1091	88906.40455
1092	88903.01822
1093	88900.80582
1094	88891.04939
1095	88890.22357
1096	88887.97198
1097	88878.63428
1098	88877.1239
1099	88874.81252
1100	88864.24135
1101	88863.41085
1102	88863.11595
1103	88860.47399
1104	88859.20509
1105	88851.9495
1106	88845.49502
1107	88843.94288
1108	88843.40277
1109	88841.38677
1110	88841.13123
1111	88840.03649
1112	88833.14243
1113	88823.00552
1114	88816.44908
1115	88814.41724
1116	88812.88614
1117	88811.32674
1118	88810.80107
1119	88810.43779
1120	88808.55027
1121	88805.13513
1122	88805.12576
1123	88802.75615
1124	88799.64002
1125	88799.40527
1126	88793.99399
1127	88786.46524
1128	88785.56706
1129	88779.97271
1130	88778.09834
1131	88776.81141
1132	88770.84411
1133	88766.91519
1134	88766.72786
1135	88763.44761
1136	88759.62993
1137	88757.3288
1138	88756.34884
1139	88753.44733
1140	88752.69253
1141	88743.83994
1142	88733.76369
1143	88719.24342
1144	88718.6873
1145	88718.33511
1146	88710.19384
1147	88708.63216
1148	88707.62321
1149	88701.12186
1150	88697.88424
1151	88696.08437
1152	88693.2632
1153	88691.33764
1154	88690.23612
1155	88688.89549
1156	88688.46839
1157	88682.97921
1158	88674.18223
1159	88671.31337
1160	88666.28709
1161	88659.2138
1162	88649.01329
1163	88647.71702
1164	88640.87167
1165	88633.51599
1166	88632.59571
1167	88630.8669
1168	88620.86777
1169	88612.47302
1170	88606.80121
1171	88596.72142
1172	88588.07742
1173	88584.85615
1174	88572.25791
1175	88571.82237
1176	88569.28888
1177	88567.21835
1178	88563.43334
1179	88560.71187
1180	88559.2537
1181	88558.44289
1182	88549.20499
1183	88546.04968
1184	88536.80518
1185	88535.76526
1186	88534.92541
1187	88532.64586
1188	88528.6231
1189	88519.16847
1190	88515.3358
1191	88503.75047
1192	88502.73751
1193	88502.33043
1194	88501.23503
1195	88499.98274
1196	88498.4737
1197	88497.85648
1198	88493.84609
1199	88490.28444
1200	88485.62039
1201	88476.75306
1202	88474.62006
1203	88464.99096
1204	88449.03884
1205	88447.54154
1206	88436.32998
1207	88435.21103
1208	88433.99341
1209	88431.65626
1210	88427.73204
1211	88425.4208
1212	88417.87043
1213	88414.52914
1214	88409.40966
1215	88397.66621
1216	88396.64611
1217	88382.83054
1218	88382.69972
1219	88382.37091
1220	88380.36321
1221	88366.21005
1222	88363.46659
1223	88359.47408
1224	88358.71981
1225	88355.53876
1226	88352.87444
1227	88343.74252
1228	88335.81152
1229	88328.49696
1230	88320.10553
1231	88318.91077
1232	88313.08582
1233	88308.40527
1234	88307.48391
1235	88304.69627
1236	88302.04518
1237	88286.88862
1238	88284.93115
1239	88280.41601
1240	88279.57518
1241	88276.05008
1242	88273.73049
1243	88272.0912
1244	88268.99979
1245	88263.33542
1246	88258.01697
1247	88252.79712
1248	88249.46773
1249	88246.27373
1250	88242.99871
1251	88242.74765
1252	88241.77608
1253	88241.47674
1254	88240.98897
1255	88234.9003
1256	88225.35594
1257	88220.91304
1258	88216.63817
1259	88207.60461
1260	88201.39438
1261	88200.56516
1262	88199.03994
1263	88186.53384
1264	88183.27851
1265	88182.81034
1266	88181.81037
1267	88181.019
1268	88179.86629
1269	88179.43501
1270	88178.11479
1271	88173.73744
1272	88171.30412
1273	88170.23913
1274	88169.87472
1275	88168.37058
1276	88163.77408
1277	88163.52436
1278	88160.25318
1279	88158.21948
1280	88158.01147
1281	88153.95748
1282	88152.56721
1283	88152.29779
1284	88152.04292
1285	88150.98097
1286	88144.35575
1287	88140.59523
1288	88134.05058
1289	88131.93657
1290	88128.3903
1291	88125.93666
1292	88122.83516
1293	88101.52302
1294	88100.68914
1295	88089.52602
1296	88081.23223
1297	88079.94694
1298	88078.26331
1299	88073.04019
1300	88070.08254
1301	88066.41485
1302	88061.85403
1303	88058.11104
1304	88058.08123
1305	88049.15669
1306	88048.11492
1307	88047.47206
1308	88046.27165
1309	88044.99538
1310	88043.14051
1311	88040.64298
1312	88038.10535
1313	88031.54647
1314	88028.22352
1315	88028.04265
1316	88027.76298
1317	88026.49956
1318	88022.41809
1319	88021.66672
1320	88019.12082
1321	88017.07633
1322	88016.99525
1323	88012.68729
1324	88012.52264
1325	88001.58068
1326	87989.28875
1327	87983.23668
1328	87980.47655
1329	87967.93295
1330	87960.95971
1331	87958.0579
1332	87949.4709
1333	87943.98438
1334	87943.12759
1335	87935.54384
1336	87931.41569
1337	87925.63571
1338	87921.49719
1339	87920.00654
1340	87912.36916
1341	87908.5473
1342	87903.94276
1343	87899.5876
1344	87898.22052
1345	87893.39498
1346	87893.31862
1347	87890.43358
1348	87887.55053
1349	87880.60905
1350	87878.93796
1351	87876.91187
1352	87875.01745
1353	87868.72476
1354	87860.41372
1355	87858.14629
1356	87852.13717
1357	87850.08905
1358	87848.67365
1359	87848.63678
1360	87841.48097
1361	87841.2017
1362	87840.56359
1363	87827.15008
1364	87822.21141
1365	87820.39711
1366	87803.97259
1367	87800.38332
1368	87797.77914
1369	87796.64036
1370	87794.45418
1371	87793.94134
1372	87792.38407
1373	87791.48676
1374	87790.68536
1375	87789.2062
1376	87789.13261
1377	87784.14524
1378	87780.55154
1379	87771.95423
1380	87769.25225
1381	87766.69325
1382	87765.21324
1383	87761.18114
1384	87756.9374
1385	87755.21913
1386	87749.09075
1387	87741.77129
1388	87734.69092
1389	87734.1621
1390	87732.68841
1391	87729.97177
1392	87722.35988
1393	87715.47152
1394	87706.98905
1395	87704.6263
1396	87702.8342
1397	87698.02769
1398	87694.40157
1399	87691.90178
1400	87691.33421
1401	87689.92941
1402	87689.21436
1403	87686.93685
1404	87685.14881
1405	87682.89687
1406	87678.72903
1407	87677.61171
1408	87677.56306
1409	87675.78302
1410	87675.45062
1411	87674.86748
1412	87674.76938
1413	87666.35718
1414	87664.77699
1415	87663.60665
1416	87662.2297
1417	87659.31556
1418	87654.50312
1419	87645.09039
1420	87642.60356
1421	87635.19077
1422	87634.40516
1423	87631.63944
1424	87629.208
1425	87628.79585
1426	87627.36985
1427	87624.49643
1428	87624.47427
1429	87618.97915
1430	87614.88991
1431	87611.34105
1432	87609.98741
1433	87606.35055
1434	87605.39047
1435	87603.14181
1436	87601.27675
1437	87598.36079
1438	87596.61374
1439	87595.11079
1440	87590.92819
1441	87589.74705
1442	87582.71079
1443	87577.19079
1444	87574.52265
1445	87568.05492
1446	87565.3917
1447	87560.01118
1448	87557.94818
1449	87550.16765
1450	87549.25707
1451	87538.21755
1452	87535.37437
1453	87533.55811
1454	87533.23177
1455	87530.37365
1456	87527.31893
1457	87521.93593
1458	87520.5423
1459	87518.23991
1460	87515.97274
1461	87509.5169
1462	87508.84044
1463	87506.70382
1464	87506.11424
1465	87505.125
1466	87500.70554
1467	87500.6954
1468	87496.92611
1469	87487.69147
1470	87481.21283
1471	87478.80239
1472	87476.90161
1473	87476.69185
1474	87462.71143
1475	87451.07123
1476	87450.05329
1477	87446.77462
1478	87444.37265
1479	87434.72265
1480	87430.14702
1481	87430.1279
1482	87411.75348
1483	87410.88858
1484	87409.91862
1485	87402.19887
1486	87399.77112
1487	87395.72987
1488	87395.13106
1489	87388.6407
1490	87385.32976
1491	87379.06366
1492	87369.31604
1493	87368.82325
1494	87363.54496
1495	87360.25688
1496	87360.00969
1497	87359.52845
1498	87356.95847
1499	87354.65314
1500	87354.23064
1501	87352.48722
1502	87350.38779
1503	87346.32671
1504	87337.85259
1505	87331.81236
1506	87327.73985
1507	87325.67729
1508	87325.21271
1509	87322.83529
1510	87318.80579
1511	87308.20674
1512	87307.99735
1513	87298.16539
1514	87298.15123
1515	87294.17981
1516	87293.32523
1517	87293.20646
1518	87286.81878
1519	87279.60803
1520	87278.5056
1521	87277.24386
1522	87271.09748
1523	87268.09185
1524	87263.65076
1525	87262.05633
1526	87259.95969
1527	87254.4739
1528	87253.46112
1529	87253.43882
1530	87251.86907
1531	87251.59127
1532	87248.64573
1533	87237.25261
1534	87233.81755
1535	87233.57241
1536	87233.25213
1537	87223.34604
1538	87220.7729
1539	87214.41129
1540	87208.37904
1541	87198.1341
1542	87197.76553
1543	87196.46558
1544	87190.07985
1545	87187.71343
1546	87184.89926
1547	87181.4248
1548	87180.61029
1549	87174.898
1550	87173.63273
1551	87173.19577
1552	87169.10761
1553	87166.62041
1554	87166.42362
1555	87158.94705
1556	87158.30279
1557	87158.22953
1558	87156.77446
1559	87154.10146
1560	87151.31393
1561	87143.33647
1562	87139.20743
1563	87135.24627
1564	87132.87935
1565	87130.03477
1566	87129.77284
1567	87115.38519
1568	87112.13313
1569	87110.74687
1570	87105.37514
1571	87104.24089
1572	87100.03276
1573	87099.80229
1574	87099.2153
1575	87090.88056
1576	87084.42327
1577	87077.62448
1578	87075.80482
1579	87074.93674
1580	87072.85541
1581	87066.39015
1582	87065.12824
1583	87056.37068
1584	87051.95216
1585	87047.21951
1586	87045.64816
1587	87045.53736
1588	87045.52988
1589	87043.17098
1590	87041.19714
1591	87038.47487
1592	87036.40296
1593	87021.37753
1594	87013.46318
1595	87012.22775
1596	87010.59406
1597	87010.31197
1598	87006.58463
1599	86995.44276
1600	86986.67546
1601	86983.69045
1602	86974.37566
1603	86970.60308
1604	86970.35352
1605	86969.86809
1606	86969.63272
1607	86968.28403
1608	86965.85907
1609	86959.33559
1610	86958.90596
1611	86955.83183
1612	86955.31929
1613	86955.05714
1614	86954.60279
1615	86939.21684
1616	86936.7116
1617	86935.70413
1618	86935.1913
1619	86928.61615
1620	86926.9255
1621	86925.30438
1622	86923.66283
1623	86922.96506
1624	86921.71729
1625	86921.28888
1626	86915.43413
1627	86906.53499
1628	86903.74452
1629	86901.3818
1630	86900.70019
1631	86900.68314
1632	86900.27903
1633	86894.25883
1634	86887.97635
1635	86884.43691
1636	86881.44933
1637	86880.77844
1638	86879.91716
1639	86872.02138
1640	86871.05575
1641	86864.97081
1642	86863.25725
1643	86862.44482
1644	86860.03598
1645	86857.86554
1646	86856.24814
1647	86855.19434
1648	86847.98037
1649	86847.40034
1650	86845.73394
1651	86839.48217
1652	86839.2826
1653	86834.82198
1654	86833.00854
1655	86827.97369
1656	86825.17222
1657	86820.99258
1658	86820.33204
1659	86817.25025
1660	86816.69078
1661	86808.83799
1662	86804.97476
1663	86795.64869
1664	86792.57757
1665	86791.89994
1666	86791.88438
